timestep,episode,mean_reward,mean_length,success_rate,mean_coverage,invalid_rate,critic1_loss,critic2_loss,actor_loss,alpha_loss,alpha,q1_mean,unique_tilings,wall_time
3990000,470313,1.2642,8.67,0.4400,0.8670,0.0000,0.000472,0.000519,-1.320551,-0.076573,0.082281,1.1800,151,42655.5
4000000,471490,1.2479,8.60,0.4300,0.8600,0.0000,0.000494,0.000566,-1.315911,0.074715,0.082208,1.1788,152,42763.2
4010000,472656,1.2688,8.72,0.4400,0.8720,0.0000,0.000445,0.000427,-1.260435,0.089635,0.082048,1.1323,152,42871.2
4020000,473821,1.2689,8.72,0.4400,0.8720,0.0000,0.000425,0.000430,-1.260790,0.052592,0.082106,1.1241,152,42978.9
4030000,474989,1.1997,8.51,0.3900,0.8510,0.0000,0.000410,0.000429,-1.324045,0.117378,0.082491,1.1927,152,43086.9
4040000,476163,1.1942,8.45,0.3900,0.8450,0.0000,0.000434,0.000403,-1.278343,-0.101133,0.082100,1.1456,152,43194.8
4050000,477327,1.1751,8.46,0.3700,0.8460,0.0000,0.000493,0.000452,-1.263635,-0.092552,0.082156,1.1245,152,43302.7
4060000,478491,1.1769,8.48,0.3700,0.8480,0.0000,0.000448,0.000434,-1.288345,-0.027296,0.082221,1.1495,152,43409.0
4070000,479657,1.2633,8.66,0.4400,0.8660,0.0000,0.000468,0.000465,-1.276560,-0.147830,0.081769,1.1456,152,43513.0
4080000,480821,1.1496,8.40,0.3500,0.8400,0.0000,0.000477,0.000510,-1.299368,-0.164164,0.081785,1.1595,152,43616.8
4090000,481977,1.2925,8.76,0.4600,0.8760,0.0000,0.000364,0.000379,-1.286161,0.060033,0.082410,1.1532,152,43721.4
4100000,483134,1.1505,8.41,0.3500,0.8410,0.0000,0.000483,0.000361,-1.296180,-0.002554,0.081756,1.1557,153,43827.5
4110000,484307,1.2359,8.47,0.4300,0.8470,0.0000,0.000319,0.000345,-1.307018,0.292493,0.081799,1.1810,153,43935.2
4120000,485473,1.2124,8.54,0.4000,0.8540,0.0000,0.000407,0.000485,-1.310236,0.153184,0.081792,1.1810,153,44042.7
4130000,486637,1.2814,8.64,0.4600,0.8640,0.0000,0.000449,0.000440,-1.312209,-0.112855,0.081730,1.1679,153,44150.3
4140000,487806,1.2251,8.57,0.4100,0.8570,0.0000,0.000461,0.000608,-1.292151,0.000147,0.081615,1.1587,153,44258.3
4150000,488969,1.2087,8.50,0.4000,0.8500,0.0000,0.000460,0.000492,-1.308758,-0.252948,0.082257,1.1659,153,44366.1
4160000,490128,1.3823,8.87,0.5400,0.8870,0.0000,0.000488,0.000479,-1.298041,-0.162316,0.081950,1.1562,153,44472.7
4170000,491291,1.2479,8.60,0.4300,0.8600,0.0000,0.000470,0.000402,-1.245961,-0.077786,0.081810,1.1122,153,44577.3
4180000,492450,1.2015,8.53,0.3900,0.8530,0.0000,0.000459,0.000469,-1.275685,0.109046,0.082024,1.1404,153,44680.9
4190000,493610,1.2707,8.74,0.4400,0.8740,0.0000,0.000456,0.000419,-1.253827,0.048531,0.082244,1.1176,154,44785.9
4200000,494778,1.1869,8.48,0.3800,0.8480,0.0000,0.000344,0.000406,-1.278369,0.222856,0.081727,1.1486,155,44892.6
4210000,495942,1.2253,8.68,0.4000,0.8680,0.0000,0.000514,0.000785,-1.268925,-0.019714,0.082258,1.1345,155,45000.1
4220000,497101,1.2406,8.63,0.4200,0.8630,0.0000,0.000441,0.000442,-1.298401,-0.057432,0.082317,1.1643,155,45107.6
4230000,498262,1.2459,8.58,0.4300,0.8580,0.0000,0.000437,0.000370,-1.313098,0.089800,0.081956,1.1844,155,45215.3
4240000,499429,1.1395,8.29,0.3500,0.8290,0.0000,0.000371,0.000420,-1.293989,-0.289912,0.082042,1.1481,155,45323.1
4250000,500594,1.1860,8.47,0.3800,0.8470,0.0000,0.000492,0.000405,-1.268404,0.119691,0.082518,1.1375,155,45429.8
4260000,501760,1.1596,8.40,0.3600,0.8400,0.0000,0.000452,0.000382,-1.277317,0.129428,0.082204,1.1513,155,45533.2
4270000,502930,1.0850,8.24,0.3000,0.8240,0.0000,0.000358,0.000431,-1.353242,-0.054696,0.081722,1.2173,155,45636.8
4280000,504095,1.2406,8.63,0.4200,0.8630,0.0000,0.000413,0.000417,-1.260335,0.143178,0.082087,1.1270,156,45741.0
4290000,505258,1.2606,8.63,0.4400,0.8630,0.0000,0.000397,0.000413,-1.343746,0.080489,0.082010,1.2065,156,45847.2
4300000,506423,1.2268,8.48,0.4200,0.8480,0.0000,0.000452,0.000451,-1.308168,0.116786,0.082715,1.1780,156,45954.2
4310000,507590,1.2087,8.50,0.4000,0.8500,0.0000,0.000421,0.000439,-1.253755,0.066163,0.082034,1.1232,156,46061.9
4320000,508755,1.1316,8.42,0.3300,0.8420,0.0000,0.000373,0.000389,-1.303049,0.232828,0.081755,1.1782,156,46169.8
4330000,509923,1.2677,8.60,0.4500,0.8600,0.0000,0.000460,0.000582,-1.267711,-0.199603,0.082242,1.1300,156,46277.6
4340000,511098,1.2606,8.63,0.4400,0.8630,0.0000,0.000410,0.000525,-1.295133,-0.265747,0.082631,1.1552,157,46383.2
4350000,512272,1.1570,8.48,0.3500,0.8480,0.0000,0.000487,0.000442,-1.281100,-0.251680,0.081931,1.1349,158,46487.5
4360000,513443,1.2870,8.70,0.4600,0.8700,0.0000,0.000524,0.000491,-1.279960,0.294646,0.083024,1.1516,158,46591.3
4370000,514612,1.1797,8.51,0.3700,0.8510,0.0000,0.000467,0.000432,-1.330652,-0.081470,0.082342,1.1934,159,46696.0
4380000,515784,1.3015,8.75,0.4700,0.8750,0.0000,0.000503,0.000446,-1.287164,-0.100965,0.082585,1.1481,159,46802.9
4390000,516954,1.2761,8.69,0.4500,0.8690,0.0000,0.000376,0.000459,-1.293168,0.009738,0.082575,1.1606,159,46910.2
4400000,518131,1.1123,8.32,0.3200,0.8320,0.0000,0.000390,0.000411,-1.258289,0.060989,0.082421,1.1281,159,47018.0
4410000,519306,1.2251,8.57,0.4100,0.8570,0.0000,0.000560,0.000420,-1.280447,-0.034841,0.082652,1.1445,159,47125.5
4420000,520482,1.2096,8.51,0.4000,0.8510,0.0000,0.000585,0.000462,-1.281276,0.052869,0.082576,1.1501,159,47233.0
4430000,521655,1.2181,8.71,0.3900,0.8710,0.0000,0.000464,0.000383,-1.312482,-0.312947,0.082534,1.1707,159,47337.4
4440000,522838,1.1497,8.40,0.3500,0.8400,0.0000,0.000439,0.000487,-1.300112,-0.044603,0.083244,1.1616,159,47441.2
4450000,524017,1.2452,8.68,0.4200,0.8680,0.0000,0.000339,0.000288,-1.315426,-0.039052,0.082776,1.1822,159,47545.1
4460000,525184,1.1270,8.37,0.3300,0.8370,0.0000,0.000446,0.000419,-1.326835,-0.230026,0.082902,1.1909,159,47651.1
4470000,526372,1.2115,8.53,0.4000,0.8530,0.0000,0.000391,0.000364,-1.355982,0.058766,0.082736,1.2216,159,47758.3
4480000,527544,1.1998,8.62,0.3800,0.8620,0.0000,0.000384,0.000401,-1.344382,0.073194,0.082518,1.2131,160,47865.5
4490000,528720,1.2724,8.65,0.4500,0.8650,0.0000,0.000475,0.000414,-1.337437,-0.016135,0.082740,1.2044,160,47973.0
4500000,529895,1.1443,8.45,0.3400,0.8450,0.0000,0.000409,0.000536,-1.316420,0.277000,0.082800,1.1859,160,48080.7
4510000,531069,1.1216,8.42,0.3200,0.8420,0.0000,0.000418,0.000455,-1.301154,-0.316641,0.083381,1.1588,160,48185.2
4520000,532253,1.2414,8.53,0.4300,0.8530,0.0000,0.000512,0.000456,-1.331165,-0.297900,0.082717,1.1886,160,48289.2
4530000,533433,1.1606,8.41,0.3600,0.8410,0.0000,0.000362,0.000464,-1.285825,0.027307,0.083544,1.1528,160,48392.9
4540000,534616,1.1770,8.48,0.3700,0.8480,0.0000,0.000531,0.000517,-1.320438,-0.143373,0.083513,1.1809,160,48498.3
4550000,535797,1.1805,8.41,0.3800,0.8410,0.0000,0.000457,0.000525,-1.302093,-0.077663,0.083110,1.1668,160,48605.2
4560000,536981,1.2006,8.52,0.3900,0.8520,0.0000,0.000510,0.000450,-1.294666,-0.173565,0.083772,1.1554,160,48712.7
4570000,538161,1.1161,8.36,0.3200,0.8360,0.0000,0.000387,0.000405,-1.337643,0.076577,0.083497,1.1971,160,48820.5
4580000,539338,1.1352,8.46,0.3300,0.8460,0.0000,0.000445,0.000438,-1.284284,0.164667,0.083485,1.1571,160,48928.5
4590000,540523,1.1742,8.45,0.3700,0.8450,0.0000,0.000395,0.000460,-1.276563,0.153371,0.082865,1.1482,160,49034.2
4600000,541705,1.0797,8.29,0.2900,0.8290,0.0000,0.000370,0.000390,-1.339834,0.264655,0.083695,1.2127,160,49137.1
4610000,542889,1.0898,8.40,0.2900,0.8400,0.0000,0.000427,0.000484,-1.296950,-0.062682,0.083803,1.1574,160,49241.3
4620000,544073,1.1561,8.47,0.3500,0.8470,0.0000,0.000401,0.000450,-1.368145,-0.278383,0.083626,1.2215,160,49345.4
4630000,545272,1.0432,8.11,0.2700,0.8110,0.0000,0.000358,0.000342,-1.291702,0.014636,0.083832,1.1546,161,49451.7
4640000,546454,1.1760,8.47,0.3700,0.8470,0.0000,0.000504,0.000398,-1.295306,-0.149343,0.083622,1.1561,162,49558.8
4650000,547635,1.1725,8.54,0.3600,0.8540,0.0000,0.000479,0.000395,-1.333527,-0.066270,0.084144,1.1840,162,49665.9
4660000,548832,1.1087,8.28,0.3200,0.8280,0.0000,0.000466,0.000453,-1.282782,-0.082428,0.083428,1.1412,163,49773.8
4670000,550015,1.1443,8.45,0.3400,0.8450,0.0000,0.000351,0.000386,-1.332429,-0.004782,0.083624,1.1960,163,49880.8
4680000,551204,1.1415,8.42,0.3400,0.8420,0.0000,0.000497,0.000459,-1.312996,0.133758,0.083766,1.1826,164,49984.8
4690000,552393,1.1461,8.47,0.3400,0.8470,0.0000,0.000459,0.000429,-1.289446,-0.015847,0.083386,1.1542,165,50088.6
4700000,553577,1.2369,8.59,0.4200,0.8590,0.0000,0.000359,0.000376,-1.354252,0.051408,0.083364,1.2235,166,50192.6
4710000,554774,1.0878,8.27,0.3000,0.8270,0.0000,0.000386,0.000424,-1.283679,0.115727,0.083637,1.1494,166,50298.2
4720000,555966,1.1985,8.39,0.4000,0.8390,0.0000,0.000417,0.000441,-1.310436,-0.048503,0.082990,1.1705,167,50405.1
4730000,557153,1.0978,8.27,0.3100,0.8270,0.0000,0.000395,0.000435,-1.312814,-0.182743,0.083295,1.1706,167,50512.8
4740000,558336,1.2468,8.59,0.4300,0.8590,0.0000,0.000481,0.000524,-1.308935,-0.153981,0.083116,1.1655,167,50620.3
4750000,559526,1.2233,8.55,0.4100,0.8550,0.0000,0.000429,0.000463,-1.291404,0.230000,0.083315,1.1632,167,50728.2
4760000,560721,1.0943,8.34,0.3000,0.8340,0.0000,0.000560,0.000418,-1.309282,-0.323285,0.083074,1.1602,167,50834.0
4770000,561904,1.2061,8.58,0.3900,0.8580,0.0000,0.000400,0.000465,-1.332897,-0.022386,0.083207,1.2003,168,50938.1
4780000,563093,1.1316,8.42,0.3300,0.8420,0.0000,0.000406,0.000402,-1.323275,-0.226256,0.083082,1.1832,168,51041.8
4790000,564278,1.1733,8.55,0.3600,0.8550,0.0000,0.000714,0.000487,-1.284521,-0.142319,0.083385,1.1458,168,51145.6
4800000,565455,1.2659,8.58,0.4500,0.8580,0.0000,0.000472,0.000449,-1.285411,0.160332,0.083751,1.1524,168,51252.0
4810000,566640,1.1087,8.28,0.3200,0.8280,0.0000,0.000385,0.000442,-1.267545,0.285030,0.083495,1.1416,168,51359.4
4820000,567821,1.1380,8.49,0.3300,0.8490,0.0000,0.000390,0.000458,-1.315689,-0.184029,0.083405,1.1734,168,51466.6
4830000,569012,1.1524,8.43,0.3500,0.8430,0.0000,0.000508,0.000459,-1.257053,-0.143232,0.083412,1.1193,169,51574.4
4840000,570206,1.1243,8.45,0.3200,0.8450,0.0000,0.000395,0.000467,-1.283825,0.154881,0.083839,1.1563,170,51680.9
4850000,571397,1.0760,8.25,0.2900,0.8250,0.0000,0.000392,0.000474,-1.329958,-0.006093,0.083320,1.1926,170,51785.2
4860000,572569,1.2216,8.64,0.4000,0.8640,0.0000,0.000376,0.000425,-1.322569,0.088278,0.083873,1.1856,171,51889.3
4870000,573754,1.1325,8.43,0.3300,0.8430,0.0000,0.000381,0.000447,-1.284895,0.110596,0.082858,1.1498,171,51992.9
4880000,574941,1.2351,8.57,0.4200,0.8570,0.0000,0.000451,0.000446,-1.284010,0.193531,0.083317,1.1519,171,52097.6
4890000,576136,1.1206,8.41,0.3200,0.8410,0.0000,0.000409,0.000507,-1.328363,-0.232642,0.082299,1.1847,171,52204.5
4900000,577317,1.1878,8.49,0.3800,0.8490,0.0000,0.000425,0.000440,-1.344039,-0.259360,0.082739,1.2026,171,52312.0
4910000,578496,1.2260,8.58,0.4100,0.8580,0.0000,0.000343,0.000388,-1.309924,0.091355,0.082863,1.1810,171,52419.4
4920000,579679,1.1997,8.51,0.3900,0.8510,0.0000,0.000362,0.000378,-1.336495,-0.092284,0.082849,1.1984,171,52526.1
4930000,580857,1.2615,8.64,0.4400,0.8640,0.0000,0.000444,0.000514,-1.290960,0.125600,0.082914,1.1554,171,52630.1
4940000,582047,1.0869,8.26,0.3000,0.8260,0.0000,0.000486,0.000394,-1.335770,0.020218,0.082643,1.2010,171,52733.3
4950000,583228,1.1353,8.46,0.3300,0.8460,0.0000,0.000404,0.000363,-1.252365,-0.041523,0.082862,1.1220,171,52837.2
4960000,584401,1.1424,8.43,0.3400,0.8430,0.0000,0.000396,0.000421,-1.294328,0.049157,0.082953,1.1590,171,52941.4
4970000,585576,1.2279,8.60,0.4100,0.8600,0.0000,0.000457,0.000416,-1.301082,0.221889,0.082960,1.1720,171,53047.8
4980000,586749,1.1424,8.43,0.3400,0.8430,0.0000,0.000422,0.000507,-1.301375,-0.107828,0.082700,1.1617,171,53155.0
4990000,587923,1.1788,8.50,0.3700,0.8500,0.0000,0.000349,0.000426,-1.319496,0.283120,0.082568,1.1986,171,53262.7
5000000,589101,1.0606,8.30,0.2700,0.8300,0.0000,0.000450,0.000478,-1.286357,0.146723,0.082704,1.1587,171,53369.4
