update,timestep,episode,mean_reward,mean_length,success_rate,mean_coverage,invalid_rate,policy_loss,value_loss,entropy,approx_kl,unique_tilings,wall_time
1170,2396160,250402,1.9332,9.98,0.9900,0.9980,0.0000,-0.008797,0.002033,0.1813,0.008232,16,8225.7
1180,2416640,252454,1.8950,9.89,0.9600,0.9890,0.0000,-0.006371,0.005656,0.1804,0.011514,16,8292.3
1190,2437120,254503,1.9332,9.98,0.9900,0.9980,0.0000,-0.002955,0.001122,0.1635,0.008639,16,8359.3
1200,2457600,256557,1.9341,9.99,0.9900,0.9990,0.0000,-0.008893,0.004010,0.2070,0.009443,16,8427.4
1210,2478080,258610,1.9450,10.00,1.0000,1.0000,0.0000,-0.004638,0.002042,0.1756,0.009485,16,8494.0
1220,2498560,260660,1.9332,9.98,0.9900,0.9980,0.0000,-0.003197,0.001584,0.1784,0.009790,16,8564.8
1230,2519040,262712,1.8859,9.90,0.9500,0.9900,0.0000,-0.006678,0.008267,0.1870,0.010385,16,8635.2
1240,2539520,264765,1.9450,10.00,1.0000,1.0000,0.0000,-0.005861,0.001760,0.1493,0.005357,16,8705.6
1250,2560000,266815,1.9450,10.00,1.0000,1.0000,0.0000,-0.007765,0.001219,0.1653,0.009125,16,8775.8
1260,2580480,268871,1.8977,9.92,0.9600,0.9920,0.0000,-0.021346,0.004793,0.1904,0.012489,16,8846.1
1270,2600960,270923,1.9214,9.96,0.9800,0.9960,0.0000,-0.007275,0.002941,0.1678,0.005052,16,8916.7
1280,2621440,272973,1.9450,10.00,1.0000,1.0000,0.0000,-0.007179,0.000226,0.1844,0.006371,16,8987.3
1290,2641920,275027,1.9341,9.99,0.9900,0.9990,0.0000,-0.005926,0.003780,0.1826,0.007416,16,9057.8
1300,2662400,277077,1.9205,9.95,0.9800,0.9950,0.0000,-0.003509,0.003320,0.1521,0.010564,16,9128.1
1310,2682880,279127,1.9450,10.00,1.0000,1.0000,0.0000,-0.004825,0.000178,0.1296,0.009266,16,9198.7
